log10(Age / yr),age,cx,cy,cz,redshift,MWfactor,starfLogMass,ra,dec,lookback_time,radius,colour,img,ModelMag_i,ModelMag_g
9.85233,7.12,-0.343464,-0.477519,0.808708,0.072696,0.19,10.28,10.4082,-0.25906,0.997225,0.862,1,574,15.65734,16.96128
-999,0.00,-0.476859,0.495035,0.726324,0.055,0.28,10.44,10.36736,-0.12453,0.764,0.886,1,575,15.6476,16.8256
-999,0.00,-0.508253,0.503871,0.698421,0.055498,0.06,9.81,10.42121,-0.20551,0.770644,0.7915,1,576,16.35082,17.733
9.82506,6.68,-0.59494,-0.80329,-0.027785,0.067201,0.16,10.21,10.35736,-0.59522,0.925436,0.8515,1,577,16.14291,17.63253
-999,0.00,-0.51573,0.268311,0.813654,0.046098,0.13,10.12,10.462,-0.27185,0.644426,0.838,1,578,15.96309,17.19036
9.23532,1.72,-0.946989,0.296112,0.12462,0.069052,0.19,10.29,10.19,-0.00266,0.949685,0.8635,1,579,16.04942,17.51386
9.53807,3.45,-0.969183,0.198945,0.145274,0.042077,0.16,10.21,10.2137,0.14932,0.589914,0.8515,1,580,15.7539,17.05776
9.2093,1.62,-0.441619,-0.359133,0.82219,0.074973,0.25,10.4,10.30397,-0.34039,1.026813,0.88,1,581,16.06557,17.40399
9.91296,8.18,-0.223851,-0.815302,0.534017,0.054917,0.26,10.41,10.32845,-0.12666,0.762893,0.8815,1,582,15.7222,16.93746
-999,0.00,-0.622915,0.777381,0.087495,0.06343,0.52,10.72,10.26196,-0.10965,0.875841,0.928,1,583,15.70163,16.98802
-999,0.00,-0.861688,0.480588,0.162874,0.076877,0.5,10.7,10.32256,-0.17638,1.051481,0.925,1,584,16.00734,17.31643
-999,0.00,-0.480526,-0.32051,0.816314,0.041215,0.15,10.17,10.15808,0.08815,0.578181,0.8455,1,585,15.74964,16.99681
-999,0.00,-0.398523,-0.610322,0.684607,0.100798,0.32,10.5,10.13809,-0.23288,1.355718,0.895,1,586,16.2249,17.53533
-999,0.00,-0.702017,0.162632,0.693342,0.057736,0.14,10.15,10.29669,-0.26886,0.800451,0.8425,1,587,16.07325,17.38951
9.98001,9.55,-0.66976,0.244603,0.701135,0.052475,0.11,10.06,10.21474,-0.14579,0.730246,0.829,1,588,15.47236,16.78508
-999,0.00,-0.708501,-0.258975,0.656474,0.074639,0.25,10.39,10.32936,-0.08605,1.022475,0.8785,1,589,15.9971,17.30214
-999,0.00,-0.350358,-0.837092,0.420151,0.051281,0.1,10,10.29557,-0.52133,0.714238,0.82,1,590,15.93425,17.29563
-999,0.00,-0.960333,0.192008,0.20222,0.091638,0.23,10.37,10.30774,0.11701,1.240433,0.8755,1,591,15.8258,17.1213
-999,0.00,-0.974936,0.045124,0.21786,0.083017,0.2,10.3,10.27975,0.17802,1.130557,0.865,1,592,16.14643,17.5007
8.07788,0.12,-0.25731,-0.860417,0.439858,0.034827,0.17,10.23,10.20105,-0.4093,0.49081,0.8545,1,593,15.75445,17.02392
-999,0.00,-0.924647,-0.329015,0.191773,0.052874,0.22,10.34,10.17603,-0.45612,0.735587,0.871,1,594,15.81045,17.06778
9.76227,5.78,-0.723398,-0.669883,0.167188,0.040603,0.06,9.78,10.28478,-0.29374,0.569845,0.787,1,595,16.09153,17.47447
9.7913,6.18,-0.622577,-0.770509,0.136795,0.077533,0.15,10.18,9.97376,-1.03673,1.059955,0.847,1,596,16.11112,17.47408
-999,0.00,-0.93147,0.26198,0.252447,0.061982,0.12,10.09,10.19033,-0.86472,0.856736,0.8335,1,597,15.98659,17.25202
9.68588,4.85,-0.963307,-0.226079,0.144664,0.078486,0.39,10.59,9.91675,-1.10854,1.072261,0.9085,1,598,15.82107,17.07637
